Object,Start,End,Volume,
TB2_t2cell01_nmito143_RKJ,412,440,0.136032,
TB2_t2cell01_nmito144_RKJ,418,451,1.13155,
TB2_t2cell01_nmito145_RKJ,419,435,0.109773,
TB2_t2cell01_nmito146_RKJ,402,407,0.0422967,
TB2_t2cell01_nmito147_RKJ,412,423,0.0661383,
TB2_t2cell01_nmito148_RKJ,403,443,0.29695,
TB2_t2cell01_nmito150_RKJ,406,409,0.0117512,
TB2_t2cell01_nmito151_RKJ,420,428,0.0236651,
TB2_t2cell01_nmito152_RKJ,445,450,0.0378103,
TB2_t2cell01_nmito153_RKJ,381,527,0.213668,
TB2_t2cell01_nuc_RKJ,423,523,200.46,
TB2_t2cell01_transmito01_RKJ,385,395,0.128553,
TB2_t2cell01_transmito02_RKJ,477,511,0.153331,
TB2_t2cell01_transmito03_RKJ,363,432,1.15844,
TB2_t2cell01_transmito04_RKJ,352,399,0.577116,
TB2_t2cell01_transmito05_RKJ,390,404,0.179087,
TB2_t2cell01_transmito06_RKJ,430,448,0.150155,
TB2_t2cell02_atmito01_RSL,401,432,1.7749,
TB2_t2cell02_atmito02_RSL,410,447,1.62945,
TB2_t2cell02_atmito03_RSL,391,419,3.05496,
TB2_t2cell02_atmito04_RSL,432,457,4.50605,
TB2_t2cell02_atmito05_RKJ,428,441,0.16565,
TB2_t2cell02_atmito06_RSL,440,462,1.59723,
TB2_t2cell02_atmito07_LES,449,459,0.248561,
TB2_t2cell02_atmito08_RKJ,450,462,0.152674,
TB2_t2cell02_atmito09_RKJ,450,454,0.0857925,
TB2_t2cell02_atmito10_RSL,474,487,1.288,
TB2_t2cell02_atmito11_RSL,472,485,2.31112,
TB2_t2cell02_atmito12_RSL,480,501,1.64854,
TB2_t2cell02_atmito13_RSL,408,423,0.226167,
TB2_T2cell02_CM_RSL,349,557,1173.38,
TB2_t2cell02_nmito001_DSU,406,415,0.353996,
TB2_T2Cell02_Nmito001_LES,455,469,0.364075,
TB2_t2cell02_nmito002_DSU,401,423,0.384144,
TB2_T2Cell02_Nmito003_LES,448,457,0.126198,
TB2_t2cell02_nmito003_LES,414,420,0.0480152,
TB2_t2cell02_nmito004_DSU,405,422,0.405853,
TB2_t2cell02_nmito005_DSU,408,423,0.187617,
TB2_t2cell02_nmito006_DSU,402,420,0.310831,
TB2_t2cell02_nmito007_DSU,401,421,0.616091,
TB2_t2cell02_nmito008_DSU,416,427,0.364767,
TB2_t2cell02_nmito009_DSU,418,421,0.127683,
TB2_t2cell02_nmito010_DSU,418,431,0.210283,
TB2_t2cell02_nmito011_DSU,418,427,0.141193,
TB2_t2cell02_nmito012_DSU,418,427,0.193253,
TB2_t2cell02_nmito013_DSU,418,429,0.0947028,
TB2_t2cell02_nmito014_DSU,418,419,0.0956992,
TB2_t2cell02_nmito015_DSU,418,428,0.161833,
TB2_t2cell02_nmito016_LES,420,434,0.152959,
TB2_t2cell02_nmito017_DSU,421,449,0.181794,
TB2_t2cell02_nmito018_DSU,421,428,0.153187,
TB2_t2cell02_nmito019_DSU,420,427,0.20952,
TB2_t2cell02_nmito020_DSU,424,432,0.241371,
TB2_t2cell02_nmito021_DSU,422,427,0.10548,
TB2_t2cell02_nmito022_DSU,424,436,0.190393,
TB2_t2cell02_nmito023_DSU,425,429,0.174096,
TB2_t2cell02_nmito024_LES,424,457,0.748201,
TB2_t2cell02_nmito025_LES,454,480,0.222175,
TB2_t2cell02_nmito026_LES,428,457,0.447527,
TB2_t2cell02_nmito027_LES,428,430,0.059035,
TB2_t2cell02_nmito028_DSU,425,461,0.449522,
TB2_t2cell02_nmito029_DSU,427,430,0.101903,
TB2_t2cell02_nmito030_DSU,428,431,0.0874665,
TB2_t2cell02_nmito031_DSU,429,436,0.235019,
TB2_t2cell02_nmito032_DSU,429,447,0.294877,
TB2_t2cell02_nmito033_DSU,426,441,0.120798,
TB2_t2cell02_nmito034_DSU,434,451,0.418094,
TB2_t2cell02_nmito035_DSU,434,441,0.083891,
TB2_t2cell02_nmito036_DSU,435,445,0.0577475,
TB2_t2cell02_nmito037_DSU,438,465,0.471402,
TB2_t2cell02_nmito038_DSU,434,457,0.331357,
TB2_t2cell02_nmito039_DSU,438,448,0.191886,
TB2_t2cell02_nmito040_DSU,439,461,0.296893,
TB2_t2cell02_nmito041_DSU,438,455,0.389311,
TB2_t2cell02_nmito042_DSU,439,445,0.122444,
TB2_t2cell02_nmito043_DSU,442,447,0.241348,
TB2_t2cell02_nmito044_DSU,443,450,0.0761744,
TB2_t2cell02_nmito045_DSU,444,445,0.0816424,
TB2_t2cell02_nmito046_DSU,445,453,0.0463294,
TB2_t2cell02_nmito047_DSU,448,451,0.132637,
TB2_t2cell02_nmito048_DSU,453,455,0.127587,
TB2_t2cell02_nmito049_DSU,453,455,0.0920638,
TB2_t2cell02_nmito050_DSU,458,465,0.393575,
TB2_t2cell02_nmito051_DSU,458,476,0.286212,
TB2_t2cell02_nmito052_DSU,458,473,0.322659,
TB2_t2cell02_nmito053_DSU,463,471,0.194502,
TB2_t2cell02_nmito054_DSU,466,469,0.0751346,
TB2_t2cell02_nmito055_DSU,472,479,0.187876,
TB2_t2cell02_nmito056_DSU,393,408,0.252537,
TB2_t2cell02_nmito057_DSU,387,407,0.329539,
TB2_t2cell02_nmito058_DSU,391,405,0.377148,
TB2_t2cell02_nmito059_DSU,389,399,0.203664,
TB2_t2cell02_nmito060_DSU,389,392,0.124943,
TB2_T2Cell02_nmito061_DSU,454,456,0.0381724,
TB2_T2Cell02_nmito062_DSU,456,460,0.137854,
TB2_T2Cell02_nmito063_DSU,381,382,0.0106967,
TB2_T2Cell02_nmito064_DSU,386,388,0.107845,
TB2_T2Cell02_nmito065_DSU,387,392,0.109138,
TB2_T2Cell02_Nmito066_DSU,385,388,0.0818774,
TB2_T2Cell02_nmito067_DSU,383,386,0.0442409,
TB2_T2Cell02_nmito068_DSU,382,389,0.271405,
TB2_T2Cell02_nmito069_DSU,383,386,0.061703,
TB2_T2Cell02_nmito070_DSU,375,382,0.33301,
TB2_T2Cell02_Nuc_DE,379,482,182.957,
TB2_t2cell02_nuc_RSL,379,483,354.307,
TB2_T2Cell03_atmito01_LES,460,467,0.0934394,
TB2_T2Cell03_atmito02_DSU,460,463,0.109827,
TB2_T2Cell03_atmito03_DSU,451,461,0.3257,
TB2_T2Cell03_atmito04_LES,460,473,0.405216,
TB2_T2Cell03_atmito05_DSU,453,461,0.60938,
TB2_t2cell03_atmito05_DSU,452,452,0.00949709,
TB2_T2Cell03_atmito06,433,441,0.551064,
TB2_T2Cell03_atmito07,428,441,0.421953,
TB2_T2Cell03_atmito08,422,441,0.326631,
TB2_T2Cell03_atmito09_LES,411,427,0.217208,
TB2_T2Cell03_atmito10_LES,444,463,0.4576,
TB2_T2Cell03_atmito11_LES,469,474,0.146882,
TB2_t2cell03_atmito12_RSL,463,475,0.253867,
TB2_t2cell03_atmito13_RSL,403,417,0.249807,
TB2_t2cell03_atmito15_RSL,422,445,2.61966,
TB2_t2cell03_atmito17_RSL,465,480,4.57714,
TB2_T2Cell03_CM_LES,375,551,925.048,
TB2_T2Cell03_CM_LYS_RSL,386,489,3.61467,
TB2_t2cell03_nmito001_DSU,448,452,0.0351617,
TB2_T2Cell03_nmito001_LES,444,458,0.189409,
TB2_T2Cell03_nmito002_LES,456,463,0.0639714,
TB2_T2Cell03_nmito003_LES,446,455,0.211627,
TB2_T2Cell03_nmito004_LES,456,460,0.0577134,
TB2_T2Cell03_nmito005_LES,450,465,0.113195,
TB2_T2Cell03_nmito006_LES,450,462,0.0882874,
TB2_T2Cell03_nmito007_LES,444,472,0.476862,
TB2_T2Cell03_nmito008_LES,467,473,0.0452279,
TB2_T2Cell03_nmito009_LES,450,480,0.247954,
TB2_T2Cell03_nmito010_LES,458,465,0.055712,
TB2_T2Cell03_nmito011_LES,435,473,0.435908,
TB2_T2Cell03_nmito012_LES,416,478,1.25163,
TB2_T2Cell03_nmito013_LES,477,482,0.0475076,
TB2_T2Cell03_nmito014_LES,477,484,0.034345,
TB2_T2Cell03_nmito015_LES,438,488,0.741789,
TB2_T2Cell03_nmito016_LES,485,495,0.0783729,
TB2_T2Cell03_nmito017_LES,473,485,0.105867,
TB2_T2Cell03_nmito018_LES,490,492,0.016154,
TB2_T2Cell03_nmito019_LES,486,495,0.0507624,
TB2_T2Cell03_nmito020_LES,482,492,0.178511,
TB2_T2Cell03_nmito021_LES,474,486,0.130738,
TB2_T2Cell03_nmito022_LES,470,480,0.117823,
TB2_T2Cell03_nmito023_LES,499,511,0.0691077,
TB2_T2Cell03_nmito024_LES,473,504,0.234257,
TB2_T2Cell03_nmito025_LES,474,483,0.114194,
TB2_T2Cell03_nmito026_LES,484,489,0.0655554,
TB2_T2Cell03_nmito027_LES,488,496,0.129105,
TB2_T2Cell03_nmito028_LES,468,488,0.366112,
TB2_T2Cell03_nmito029_LES,425,478,1.21484,
TB2_T2Cell03_nmito030_LES,460,463,0.126781,
TB2_T2Cell03_nmito031_LES,471,495,0.672006,
TB2_T2Cell03_nmito032_LES,436,476,1.70143,
TB2_T2Cell03_nmito033_LES,446,464,0.199726,
TB2_t2cell03_nmito034_LES,426,434,0.0749554,
TB2_T2Cell03_nmito034_LES,416,447,0.848934,
TB2_T2Cell03_nmito035_LES,404,459,1.09752,
TB2_T2Cell03_nmito036_LES,422,443,0.164796,
TB2_T2Cell03_nmito040_LES,393,402,0.0726168,
TB2_T2Cell03_nmito041_LES,405,451,0.511268,
TB2_T2Cell03_nmito042_LES,403,408,0.0705709,
TB2_T2Cell03_nmito043_LES,394,398,0.0342831,
TB2_t2cell03_nmito044_DSU,395,415,0.544695,
TB2_T2Cell03_nmito045_LES,399,412,0.136791,
TB2_t2cell03_nmito046_DSU,400,403,0.0875549,
TB2_t2cell03_nmito047_DSU,407,412,0.130512,
TB2_t2cell03_nmito048_DSU,409,419,0.462678,
TB2_t2cell03_nmito049_DSU,418,423,0.175578,
TB2_t2cell03_nmito050_DSU,416,419,0.0759186,
TB2_t2cell03_nmito051_DSU,408,416,0.593808,
TB2_t2cell03_nmito052_DSU,416,429,0.384481,
TB2_t2cell03_nmito053_DSU,420,441,1.29551,
TB2_t2cell03_nmito054_DSU,418,423,0.138313,
TB2_t2cell03_nmito055_DSU,421,423,0.172132,
TB2_t2cell03_nmito056_DSU,420,423,0.0561233,
TB2_t2cell03_nmito057_DSU,422,444,0.574681,
TB2_t2cell03_nmito058_DSU,427,447,0.359554,
TB2_T2Cell03_nmito059_DSU,399,405,0.0585107,
TB2_T2Cell03_nmito060_DSU,401,404,0.0356889,
TB2_t2cell03_nmito061_DSU,418,429,0.297109,
TB2_t2cell03_nmito062_DSU,428,449,0.508317,
TB2_t2cell03_nmito063_DSU,433,447,0.349694,
TB2_t2cell03_nmito064_DSU,416,435,0.267521,
TB2_t2cell03_nmito065_DSU,432,445,0.206549,
TB2_T2Cell03_nmito066_LES,387,392,0.113436,
TB2_t2cell03_nmito067_DSU,408,415,0.121403,
TB2_t2cell03_nmito068_DSU,416,424,0.212369,
TB2_T2Cell03_nmito069_LES,391,404,0.202418,
TB2_t2cell03_nmito070_DSU,434,448,0.572447,
TB2_t2cell03_nmito073_DSU,433,447,0.214901,
TB2_t2cell03_nmito074_DSU,430,449,0.934482,
TB2_t2cell03_nmito078_DSU,420,423,0.0767344,
TB2_t2cell03_nmito079_DSU,416,423,0.13176,
TB2_t2cell03_nmito080_LES,401,408,0.163381,
TB2_T2Cell03_nmito081_DSU,460,466,0.245278,
TB2_t2cell03_nmito082_DSU,475,475,0.0150569,
TB2_T2Cell03_Nmito082_DSU,468,474,0.17127,
TB2_T2Cell03_nmito083_DSU,461,464,0.171234,
TB2_T2Cell03_nmito084_DSU,462,477,0.178666,
TB2_t2cell03_nmito084_DSU,458,475,0.218718,
TB2_T2Cell03_nmito085_DSU,464,469,0.20834,
TB2_t2cell03_nmito085_DSU,460,473,0.259711,
TB2_T2Cell03_nmito086_DSU,448,455,0.151175,
TB2_T2Cell03_nmito087_DSU,448,451,0.0918349,
TB2_T2Cell03_nmito088_DSU,462,466,0.0680003,
TB2_T2Cell03_nmito089_DSU,444,449,0.0583714,
TB2_T2Cell03_nmito090_DSU,399,406,0.143229,
TB2_T2Cell03_nmito091_DSU,434,450,0.158642,
TB2_T2Cell03_nmito092_DSU,463,465,0.0885027,
TB2_t2cell03_nmito093_LES,399,405,0.0344027,
TB2_T2Cell03_nmito094_DSU,381,393,0.410167,
TB2_t2cell03_nmito095_DSU,460,465,0.271799,
TB2_t2cell03_nmito096_LES,401,423,0.121256,
TB2_t2cell03_nmito097_LES,422,425,0.0293661,
TB2_t2cell03_nmito098_LES,409,425,0.211202,
TB2_T2Cell03_nmito099_DSU,460,467,0.482513,
TB2_t2cell03_nmito100_LES,403,411,0.0868381,
TB2_t2cell03_nmito101_LES,413,423,0.088628,
TB2_T2Cell03_nmito102_DSU,446,449,0.158693,
TB2_T2Cell03_nmito103_DSU,450,451,0.0607063,
TB2_T2Cell03_nmito104_DSU,434,469,1.76245,
TB2_T2Cell03_nmito105_DSU,454,459,0.416875,
TB2_T2Cell03_nmito106_DSU,448,456,0.203883,
TB2_T2Cell03_nmito107_DSU,470,471,0.0782757,
TB2_T2Cell03_nmito108_DSU,458,464,0.0774057,
TB2_t2cell03_nmito109_DSU,423,462,0.79125,
TB2_t2cell03_nmito110_DSU,448,464,0.660427,
TB2_T2Cell03_nmito111_DSU,461,463,0.126509,
TB2_T2Cell03_nmito112_DSU,460,462,0.0530272,
TB2_T2Cell03_nmito113_DSU,457,461,0.105187,
TB2_t2cell03_nmito114_DSU,443,456,0.350819,
TB2_T2Cell03_nmito115_LES,438,457,0.13824,
TB2_T2Cell03_nmito116_LES,450,462,0.327748,
TB2_T2Cell03_nmito117_LES,469,478,0.0424227,
TB2_T2Cell03_nmito118_LES,450,467,0.353395,
TB2_T2Cell03_nmito119_LES,454,459,0.195405,
TB2_T2Cell03_nmito120_LES,446,460,0.614867,
TB2_T2Cell03_nmito121_LES,452,457,0.129726,
TB2_T2Cell03_nmito122_LES,455,463,0.160869,
TB2_t2cell03_nmito123_LES,452,455,0.0323067,
TB2_t2cell03_nmito124_LES,448,456,0.0613112,
TB2_t2cell03_nmito125_LES,430,435,0.0463947,
TB2_t2cell03_nmito126_LES,452,479,0.236001,
TB2_t2cell03_nmito127_LES,459,471,0.439858,
TB2_t2cell03_nmito128_LES,459,469,0.12551,
TB2_t2cell03_nmito129_LES,483,505,0.1657,
TB2_t2cell03_nmito130_LES,490,503,0.168658,
TB2_t2cell03_nmito131_LES,497,500,0.0375545,
TB2_t2cell03_nmito132_LES,483,498,0.107899,
TB2_t2cell03_nmito133_LES,463,496,0.437647,
TB2_t2cell03_nmito134_LES,472,491,0.134474,
TB2_t2cell03_nmito135_LES,461,479,0.176008,
TB2_t2cell03_nmito136_LES,486,487,0.0114898,
TB2_t2cell03_nmito137_LES,458,491,0.233418,
TB2_t2cell03_nmito138_LES,456,475,0.168919,
TB2_t2cell03_nmito139_LES,456,464,0.0707803,
TB2_t2cell03_nmito140_LES,460,463,0.0289887,
TB2_t2cell03_nmito141_LES,453,461,0.110449,
TB2_t2cell03_nmito142_LES,448,457,0.124217,
TB2_t2cell03_nmito143_LES,452,457,0.0565201,
TB2_t2cell03_nmito144_LES,475,479,0.0332607,
TB2_t2cell03_nmito145_LES,460,481,0.437861,
TB2_t2cell03_nmito146_LES,465,473,0.0535784,
TB2_t2cell03_nmito147_LES,464,468,0.121907,
TB2_t2cell03_nmito148_LES,460,470,0.0598301,
TB2_t2cell03_nmito149_LES,450,465,0.115423,
TB2_t2cell03_nmito150_LES,452,470,0.189538,
TB2_t2cell03_nmito151_LES,459,464,0.0551407,
TB2_t2cell03_nmito152_LES,448,460,0.20865,
TB2_t2cell03_nmito153_LES,443,463,0.412657,
TB2_t2cell03_nmito154_LES,452,466,0.562219,
TB2_t2cell03_nmito155_LES,450,473,0.259114,
TB2_t2cell03_nmito156_LES,475,489,0.364468,
TB2_t2cell03_nmito157_LES,466,476,0.126896,
TB2_t2cell03_nmito158_LES,459,467,0.189339,
TB2_t2cell03_nmito159_LES,450,474,0.401759,
TB2_t2cell03_nmito160_LES,470,471,0.0136679,
TB2_t2cell03_nmito161_LES,463,471,0.136613,
TB2_t2cell03_nmito162_LES,463,467,0.115567,
TB2_t2cell03_nmito163_LES,456,471,0.126036,
TB2_t2cell03_nmito164_LES,454,461,0.065853,
TB2_t2cell03_nmito165_LES,428,459,1.14007,
TB2_t2cell03_nmito166_LES,466,471,0.141646,
TB2_t2cell03_nmito167_LES,463,466,0.0385749,
TB2_t2cell03_nmito168_LES,451,461,0.229671,
TB2_t2cell03_nmito169_LES,455,457,0.0255738,
TB2_t2cell03_nmito170_LES,444,455,0.141621,
TB2_t2cell03_nmito171_LES,446,459,0.139192,
TB2_t2cell03_nmito172_LES,442,451,0.0848413,
TB2_t2cell03_nmito173_LES,444,450,0.179663,
TB2_t2cell03_nmito174_LES,428,454,1.07333,
TB2_t2cell03_nmito175_LES,436,445,0.209074,
TB2_t2cell03_nmito176_LES,442,447,0.0688884,
TB2_t2cell03_nmito177_LES,448,449,0.0355867,
TB2_t2cell03_nmito178_LES,435,449,0.32158,
TB2_t2cell03_nmito179_LES,432,444,0.288616,
TB2_t2cell03_nmito180_LES,440,454,0.553772,
TB2_t2cell03_nmito181_LES,446,447,0.0442952,
TB2_t2cell03_nmito182_LES,434,447,0.148357,
TB2_t2cell03_nmito183_LES,446,449,0.0422314,
TB2_t2cell03_nmito184_LES,444,455,0.17655,
TB2_t2cell03_nmito185_LES,447,452,0.0685818,
TB2_t2cell03_nmito186_LES,446,449,0.0297261,
TB2_t2cell03_nmito187_LES,438,449,0.124843,
TB2_t2cell03_nmito188_LES,430,447,0.132293,
TB2_t2cell03_nmito189_LES,438,443,0.0333756,
TB2_t2cell03_nmito190_LES,436,441,0.0514674,
TB2_t2cell03_nmito192_LES,440,443,0.038339,
TB2_t2cell03_nmito193_LES,430,442,0.0933026,
TB2_t2cell03_nmito194_LES,438,441,0.0132808,
TB2_t2cell03_nmito195_LES,433,439,0.0546745,
TB2_t2cell03_nmito196_LES,430,441,0.159909,
TB2_t2cell03_nmito197_LES,428,441,0.14819,
TB2_t2cell03_nmito198_LES,428,432,0.0363596,
TB2_t2cell03_nmito199_LES,429,436,0.0438751,
TB2_t2cell03_nmito200_LES,426,428,0.0823535,
TB2_t2cell03_nmito201_LES,426,432,0.0529046,
TB2_t2cell03_nmito202_LES,424,439,0.0970252,
TB2_t2cell03_nmito203_LES,424,429,0.0535821,
TB2_t2cell03_nmito204_LES,408,418,0.125944,
TB2_t2cell03_nmito205_LES,425,435,0.140395,
TB2_t2cell03_nmito206_LES,427,435,0.0932177,
TB2_t2cell03_nmito207_LES,425,431,0.107672,
TB2_t2cell03_nmito208_LES,420,442,0.15276,
TB2_t2cell03_nmito209_LES,425,434,0.151757,
TB2_t2cell03_nmito210_LES,436,442,0.0647742,
TB2_t2cell03_nmito211_LES,430,442,0.156957,
TB2_t2cell03_nmito212_LES,428,441,0.0975269,
TB2_t2cell03_nmito213_LES,438,447,0.151283,
TB2_t2cell03_nmito214_LES,433,439,0.105494,
TB2_t2cell03_nmito215_LES,434,436,0.0205224,
TB2_t2cell03_nmito216_LES,416,436,0.133507,
TB2_T2Cell03_nmito217_DSU,453,471,0.271355,
TB2_t2cell03_nuc_DE,385,457,178.521,
TB2_T2Cell03_Nuchole_2_DE,413,447,0.310678,
TB2_t2cell03_NucHole_DE,413,447,0.310678,
TB2_t2cell04_atmito01_RSL,462,476,1.51238,
TB2_t2cell04_atmito02_RSL,550,563,0.386409,
TB2_t2cell04_atmito08_RSL,554,563,2.88631,
TB2_t2cell04_atmito11_RSL,504,530,1.64425,
TB2_t2cell04_atmito12_RSL,526,543,2.30446,
TB2_t2cell04_atmito13_RSL,547,555,0.785583,
TB2_t2cell04_atmito14_RKJ,513,527,0.558783,
TB2_t2cell04_CM_RSL,457,563,1034.02,
TB2_T2Cell04_Nmito001_LES,459,464,0.161321,
TB2_T2Cell04_Nmito002_LES,460,481,0.528479,
TB2_T2Cell04_Nmito005_LES,473,513,0.677195,
TB2_T2Cell04_Nuc_DE,472,563,212.37,
TB2_t2cell04_nuc_RSL,472,563,225.829,
TB2_t2cell06_atmito01_RSL,552,563,1.20368,
TB2_T2Cell06_CM_KP,558,563,21.2822,
TB2_t2cell06_CM_LES,548,563,39.0325,
TB2_T2Cell06_nuc_KP,559,563,1.73624,
TB2_T2Cell07_Atmito01_LES,469,483,0.40764,
TB2_T2Cell07_Atmito02_LES,418,466,0.667006,
TB2_T2Cell07_Atmito03_LES,436,471,0.814681,
TB2_T2Cell07_Atmito04_LES,441,466,0.647812,
TB2_T2Cell07_Atmito05_cristae_RSL,416,449,0.52869,
TB2_T2Cell07_Atmito05_RSL,416,449,1.16062,
TB2_T2Cell07_Atmito06_RSL,379,392,0.442756,
TB2_T2Cell07_Atmito07_RSL,470,500,1.04854,
TB2_T2Cell07_CM_LES,305,553,1285.14,
TB2_T2Cell07_nuc_LES,363,474,221.671,
TB2_t2cell08_atmito09_RSL,549,562,1.47532,
TB2_T2Cell08_CM_KP,530,563,129.566,
TB2_T2Cell08_nuc_KP,539,563,28.3201,
TB2_T2Cell11_nuc_KP,533,563,64.1311,
TB2_T2Cell12_nmito001_DSU,474,477,0.203999,
TB2_T2Cell12_nuc_KP,471,539,164.873,
TB2_T2Cell13_CM_LES,335,563,782.731,
TB2_T2Cell13_nuc_KP,456,561,186.739,
TB2_T2Cell14_ATmito01_RSL,366,386,0.626415,
TB2_T2Cell14_CM_LES,335,541,595.987,
TB2_T2Cell14_Nuc_LES,345,439,179.236,
TB2_t3cell01_CM_LES,345,353,2.89487,
TB2_T3Cell02_Atmito01_LES,360,369,0.123774,
TB2_t3cell02_CM_RSL,337,563,473.555,
TB2_t3cell02_junct01_RSL,354,360,0.308331,
TB2_t3cell02_junct01_ves_RSL,348,367,0.146257,
TB2_t3cell02_junct02_RSL,358,365,0.0104544,
TB2_t3cell02_junct02_ves_RSL,348,370,0.0259709,
TB2_t3cell02_junct03_ves_RSL,349,359,0.061245,
TB2_t3cell02_junct04_ves_RSL,359,374,0.180766,
TB2_t3cell02_LYS_RSL,347,428,1.00086,
TB2_T3Cell02_nuc_RSL,347,431,317.016,
TB2_T3Cell04_CM_KP,510,563,56.498,
TB2_T3Cell06_CM_RSL,374,563,461.191,
TB2_T3Cell06_nuc_KP,490,563,155.981,
TB2_T3Cell07_AMito01_RSL,415,431,0.267326,
TB2_T3Cell07_cm_RSL,311,563,230.668,
TB2_T3Cell07_LYS_RSL,321,541,2.30908,
TB2_T3Cell07_nuc_KP,440,536,166.247,
TB2_T3Cell08_Nuc_DE,454,526,145.24,
TB2_T3Cell08_nuc_KP,453,526,149.474,
TB2_T3Cell08_nuchole_DE,461,480,0.411921,
TB2_T3cell10_cm_RSL,392,563,374.662,
TB2_T3cell10_nuc_RSL,398,503,93.6704,
TB2_T3cell15_nuc_YD-RSL,419,503,90.8975,
TB3_Edge_CM_RSL,344,489,312.158,
TB3_Edge_nuc_RSL,383,487,400.023,
TB3_NF01-PG_RSL,200,518,227.296,
TB3_t2cell01_atmito01_RKJ,554,563,0.917174,
TB3_t2cell01_atmito02_RKJ,522,558,4.14105,
TB3_t2cell01_atmito03_RKJ,515,542,1.25821,
